what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339352394914
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339352395195
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339352396146
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339352399355
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339352399617
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1339352403359
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339352408521
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339352408551
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1339352408589
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339352409907
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339352443163
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339352445903
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339352450970
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339352451312
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339352452823
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339352453087
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1339352459199
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339352520619
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339352521371
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1339352521398
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339352525346
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339352583375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339352589744
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339352593028
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339352600179
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339352603394
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339352615448
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339352616042
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339352616938
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339352653668
