what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339262214331
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1339262223561
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339262225244
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339262226527
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339262227395
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1339262228589
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339262229102
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262229845
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1339262229874
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1339262229962
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262233243
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339262234188
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262235556
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262242822
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339262248010
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339262248689
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1339262251142
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262251515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262258530
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1339262260972
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339262261897
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262263187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262269749
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1339262270972
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339262272222
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1339262273384
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1339262279547
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339262283311
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262283558
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262290852
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1339262303028
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1339262304360
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1339262306278
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339262307618
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262308421
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262315536
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1339262321162
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339262322481
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339262322715
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262324376
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262337811
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339262339572
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262351218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262360135
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1339262363256
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1339262364601
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339262374285
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339262376625
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339262379573
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339262410035
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339262416230
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339262418693
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339262420230
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339262422144
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1339262427105
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1339262428607
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339262429143
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339262429398
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1339262432293
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339262433954
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1339262442796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262444203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262444340
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1339262446381
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262448712
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262448881
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1339262450268
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1339262451419
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262452231
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262452402
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339262454427
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339262454759
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1339262459436
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339262461969
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339262462237
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262463737
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262470507
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1339262470563
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339262471611
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262472540
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262475393
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262476003
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262478516
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262480183
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339262484994
