what,kind,bundleId,bundleVersion,description,time
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339270754820
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339270856121
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339271026742
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339271073186
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339271178287
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339271183992
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339271186737
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339271188073
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339271285656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339271286504
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339271287802
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339271288526
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339271290177
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339271309249
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339271311216
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339271430743
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339271433019
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339271435396
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339271609688
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339271612705
