what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1339277037979
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339277039531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339277050305
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339277052183
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339277053167
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339277054914
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339277147843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339277150667
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339277154671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339277194140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339277197590
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339277197745
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339277198092
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339277198710
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1339277200199
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339277201259
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1339277216319
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1339277217392
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339277220805
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339277222355
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339277237417
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339277239258
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339277240472
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339277241954
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339277242014
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339277242020
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339277254728
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339277255653
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1339277277797
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339277294934
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339277347936
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339277380327
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339277381759
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339277386891
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1339277391029
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1339277392288
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1339277393375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1339277393615
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1339277395030
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1339277395620
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1339277396481
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339277397959
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339277399682
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339277400500
